ID,Sport,League,Home,Away,Time,Odds Count
esports:lol anubis gaming:baam esports bo3 arabian league group stage:20260120,esports,League of Legends,LoL: Anubis Gaming,Baam Esports (BO3) - Arabian League Group Stage,2026-01-20 18:30:00,6
esports:lol anyones legend:jd gaming bo3 lpl group ascend:20260118,esports,League of Legends,LoL: Anyone's Legend,JD Gaming (BO3) - LPL Group Ascend,2026-01-18 11:00:00,14
esports:lol anyones legend:weibo gaming bo3 lpl group ascend:20260120,esports,League of Legends,LoL: Anyone's Legend,Weibo Gaming (BO3) - LPL Group Ascend,2026-01-20 09:00:00,6
esports:lol arctic pandas:4 swines a bum bo1 nlc regular season:20260122,esports,League of Legends,LoL: Arctic Pandas,4 SWINES & A BUM (BO1) - NLC Regular Season,2026-01-22 17:00:00,2
esports:lol arctic pandas:lundqvist lightside bo1 nlc regular season:20260121,esports,League of Legends,LoL: Arctic Pandas,Lundqvist Lightside (BO1) - NLC Regular Season,2026-01-21 19:00:00,2
esports:lol bilibili gaming:anyones legend bo3 lpl group ascend:20260117,esports,League of Legends,LoL: Bilibili Gaming,Anyone's Legend (BO3) - LPL Group Ascend,2026-01-17 09:00:00,6
esports:lol bk rog esports:zephyr esport bo1 lfl invitational group b:20260121,esports,League of Legends,LoL: BK ROG Esports,Zephyr Esport (BO1) - LFL Invitational Group B,2026-01-21 17:00:00,2
esports:lol bnk fearx youth:dplus kia challengers bo3 lck challengers league kickoff group stage:20260122,esports,League of Legends,LoL: BNK FearX Youth,Dplus KIA Challengers (BO3) - LCK Challengers League Kickoff Group Stage,2026-01-22 05:00:00,6
esports:lol bnk fearx youth:hanwha life esports challengers bo3 lck challengers league kickoff group stage:20260119,esports,League of Legends,LoL: BNK FearX Youth,Hanwha Life Esports Challengers (BO3) - LCK Challengers League Kickoff Group Stage,2026-01-19 09:00:00,6
esports:lol bnk fearx:geng bo3 lck cup group stage:20260122,esports,League of Legends,LoL: BNK FEARX,Gen.G (BO3) - LCK Cup Group Stage,2026-01-22 10:30:00,8
esports:lol boostgate esports:s2g esports bo3 tcl group b:20260121,esports,League of Legends,LoL: BoostGate Esports,S2G Esports (BO3) - TCL Group B,2026-01-21 17:30:00,6
esports:lol bushido wildcats:pcific bo3 tcl group a:20260120,esports,League of Legends,LoL: Bushido Wildcats,PCIFIC  (BO3) - TCL Group A,2026-01-20 14:30:00,6
esports:lol cloud9:team liquid bo3 lcs lock in group stage:20260124,esports,League of Legends,LoL: Cloud9,Team Liquid (BO3) - LCS Lock In Group Stage,2026-01-24 21:00:00,8
esports:lol dark passage:team phoenix bo3 tcl group a:20260121,esports,League of Legends,LoL: Dark Passage,Team Phoenix (BO3) - TCL Group A,2026-01-21 14:30:00,6
esports:lol deer gaming:la bombas bo1 nlc regular season:20260122,esports,League of Legends,LoL: Deer Gaming,La BOMBAS (BO1) - NLC Regular Season,2026-01-22 21:00:00,2
esports:lol deer gaming:ruddy esports bo1 nlc regular season:20260121,esports,League of Legends,LoL: Deer Gaming,Ruddy Esports (BO1) - NLC Regular Season,2026-01-21 18:00:00,2
esports:lol detonation focusme:mvk esports bo3 lcp regular season:20260117,esports,League of Legends,LoL: DetonatioN FocusMe,MVK Esports (BO3) - LCP Regular Season,2026-01-17 08:30:00,4
esports:lol dmg esports:bulldog esports bo1 nlc regular season:20260122,esports,League of Legends,LoL: DMG Esports,Bulldog Esports (BO1) - NLC Regular Season,2026-01-22 19:00:00,2
esports:lol dmg esports:verdant bo1 nlc regular season:20260121,esports,League of Legends,LoL: DMG Esports,Verdant (BO1) - NLC Regular Season,2026-01-21 20:00:00,2
esports:lol dplus kia:geng bo3 lck cup group stage:20260124,esports,League of Legends,LoL: Dplus KIA,Gen.G (BO3) - LCK Cup Group Stage,2026-01-24 10:30:00,8
esports:lol dplus kia:nongshim red force bo3 lck cup group stage:20260121,esports,League of Legends,LoL: Dplus KIA,Nongshim Red Force (BO3) - LCK Cup Group Stage,2026-01-21 08:00:00,6
esports:lol dragons esports:fn esports bo3 arabian league group stage:20260120,esports,League of Legends,LoL: Dragons Esports,FN Esports (BO3) - Arabian League Group Stage,2026-01-20 16:00:00,6
esports:lol dragons esports:one more esports bo3 arabian league group stage:20260122,esports,League of Legends,LoL: Dragons Esports,One More Esports (BO3) - Arabian League Group Stage,2026-01-22 18:30:00,6
esports:lol drx challengers:dplus kia challengers bo3 lck challengers league kickoff group stage:20260119,esports,League of Legends,LoL: DRX Challengers,Dplus KIA Challengers (BO3) - LCK Challengers League Kickoff Group Stage,2026-01-19 07:00:00,6
esports:lol drx challengers:hanjin brion challengers bo3 lck challengers league kickoff group stage:20260122,esports,League of Legends,LoL: DRX Challengers,HANJIN BRION Challengers (BO3) - LCK Challengers League Kickoff Group Stage,2026-01-22 05:00:00,6
esports:lol drx:dn freecs bo3 lck cup group stage:20260121,esports,League of Legends,LoL: DRX,DN Freecs (BO3) - LCK Cup Group Stage,2026-01-21 10:30:00,10
esports:lol drx:t1 bo3 lck cup group stage:20260118,esports,League of Legends,LoL: DRX,T1 (BO3) - LCK Cup Group Stage,2026-01-18 10:30:00,22
esports:lol edward gaming:ninjas in pyjamas bo3 lpl group perseverance:20260119,esports,League of Legends,LoL: EDward Gaming,Ninjas in Pyjamas (BO3) - LPL Group Perseverance,2026-01-19 11:00:00,6
esports:lol edward gaming:thundertalk gaming bo3 lpl group perseverance:20260123,esports,League of Legends,LoL: EDward Gaming,ThunderTalk Gaming (BO3) - LPL Group Perseverance,2026-01-23 09:00:00,6
esports:lol esprit shōnen:lille esport bo1 lfl invitational group d:20260122,esports,League of Legends,LoL: Esprit Shōnen,Lille Esport (BO1) - LFL Invitational Group D,2026-01-22 18:00:00,2
esports:lol fluxo w7m:los bo1 cblol cup regular season:20260118,esports,League of Legends,LoL: Fluxo W7M,LOS (BO1) - CBLOL Cup Regular Season,2026-01-18 16:00:00,2
esports:lol flyquest:shopify rebellion bo3 lcs lock in group stage:20260125,esports,League of Legends,LoL: FlyQuest,Shopify Rebellion (BO3) - LCS Lock In Group Stage,2026-01-25 21:00:00,6
esports:lol fn esports:baam esports bo3 arabian league group stage:20260123,esports,League of Legends,LoL: FN Esports,Baam Esports (BO3) - Arabian League Group Stage,2026-01-23 16:00:00,6
esports:lol french flair:lausannesport esports bo1 lfl invitational group e:20260121,esports,League of Legends,LoL: French Flair,Lausanne-Sport Esports (BO1) - LFL Invitational Group E,2026-01-21 19:00:00,2
esports:lol g2 esports:giantx bo1 lec versus regular season:20260118,esports,League of Legends,LoL: G2 Esports,GIANTX (BO1) - LEC Versus Regular Season,2026-01-18 19:00:00,2
esports:lol galions:caldya esport bo1 lfl invitational group d:20260121,esports,League of Legends,LoL: Galions,Caldya Esport (BO1) - LFL Invitational Group D,2026-01-21 21:00:00,2
esports:lol geng global academy:dn soopers challengers bo3 lck challengers league kickoff group stage:20260123,esports,League of Legends,LoL: Gen.G Global Academy,DN SOOPers Challengers (BO3) - LCK Challengers League Kickoff Group Stage,2026-01-23 05:00:00,6
esports:lol geng global academy:kt rolster challengers bo3 lck challengers league kickoff group stage:20260119,esports,League of Legends,LoL: Gen.G Global Academy,KT Rolster Challengers (BO3) - LCK Challengers League Kickoff Group Stage,2026-01-19 05:00:00,6
esports:lol gng amazigh:one more esports bo3 arabian league group stage:20260121,esports,League of Legends,LoL: GnG Amazigh,One More Esports (BO3) - Arabian League Group Stage,2026-01-21 18:30:00,6
esports:lol ground zero gaming:deep cross gaming bo3 lcp regular season:20260118,esports,League of Legends,LoL: Ground Zero Gaming,Deep Cross Gaming (BO3) - LCP Regular Season,2026-01-18 06:00:00,16
esports:lol hanwha life esports:dn freecs bo3 lck cup group stage:20260124,esports,League of Legends,LoL: Hanwha Life Esports,DN Freecs (BO3) - LCK Cup Group Stage,2026-01-24 08:00:00,6
esports:lol ici japon corp esport:tln pirates bo1 lfl invitational group a:20260122,esports,League of Legends,LoL: Ici Japon Corp. Esport,TLN Pirates (BO1) - LFL Invitational Group A,2026-01-22 19:00:00,2
esports:lol invictus gaming:bilibili gaming bo3 lpl group ascend:20260120,esports,League of Legends,LoL: Invictus Gaming,Bilibili Gaming (BO3) - LPL Group Ascend,2026-01-20 11:00:00,6
esports:lol invictus gaming:top esports bo3 lpl group ascend:20260121,esports,League of Legends,LoL: Invictus Gaming,Top Esports (BO3) - LPL Group Ascend,2026-01-21 11:00:00,6
esports:lol jd gaming:bilibili gaming bo3 lpl group ascend:20260123,esports,League of Legends,LoL: JD Gaming,Bilibili Gaming (BO3) - LPL Group Ascend,2026-01-23 11:00:00,6
esports:lol joblife:rising bees bo1 lfl invitational group a:20260121,esports,League of Legends,LoL: Joblife,Rising Bees (BO1) - LFL Invitational Group A,2026-01-21 20:00:00,2
esports:lol kt rolster:oksavingsbank brion bo3 lck cup group stage:20260125,esports,League of Legends,LoL: KT Rolster,OKSavingsBank BRION (BO3) - LCK Cup Group Stage,2026-01-25 10:30:00,6
esports:lol kt rolster:t1 bo3 lck cup group stage:20260123,esports,League of Legends,LoL: KT Rolster,T1 (BO3) - LCK Cup Group Stage,2026-01-23 08:00:00,10
esports:lol la bombas:leo bo1 nlc regular season:20260121,esports,League of Legends,LoL: La BOMBAS,LEO (BO1) - NLC Regular Season,2026-01-21 21:00:00,2
esports:lol leo:verdant bo1 nlc regular season:20260122,esports,League of Legends,LoL: LEO,Verdant (BO1) - NLC Regular Season,2026-01-22 18:00:00,2
esports:lol leviatan esports:red canids bo1 cblol cup regular season:20260118,esports,League of Legends,LoL: Leviatan Esports,RED Canids (BO1) - CBLOL Cup Regular Season,2026-01-18 20:00:00,2
esports:lol lng esports:lgd gaming bo3 lpl group nirvana:20260121,esports,League of Legends,LoL: LNG Esports,LGD Gaming (BO3) - LPL Group Nirvana,2026-01-21 09:00:00,6
esports:lol lng esports:ultra prime bo3 lpl group nirvana:20260116,esports,League of Legends,LoL: LNG Esports,Ultra Prime (BO3) - LPL Group Nirvana,2026-01-16 09:00:00,24
esports:lol los ratones:karmine corp blue bo1 lec versus regular season:20260118,esports,League of Legends,LoL: Los Ratones,Karmine Corp Blue (BO1) - LEC Versus Regular Season,2026-01-18 16:45:00,2
esports:lol los ratones:karmine corp bo1 lec versus regular season:20260119,esports,League of Legends,LoL: Los Ratones,Karmine Corp (BO1) - LEC Versus Regular Season,2026-01-19 19:00:00,2
esports:lol lundqvist lightside:ruddy esports bo1 nlc regular season:20260122,esports,League of Legends,LoL: Lundqvist Lightside,Ruddy Esports (BO1) - NLC Regular Season,2026-01-22 20:00:00,2
esports:lol lyon:dignitas bo3 lcs lock in group stage:20260126,esports,League of Legends,LoL: LYON,Dignitas (BO3) - LCS Lock In Group Stage,2026-01-26 00:00:00,10
esports:lol misa esports:su esports bo3 tcl group b:20260120,esports,League of Legends,LoL: Misa Esports,SU Esports (BO3) - TCL Group B,2026-01-20 17:30:00,6
esports:lol movistar koi:karmine corp bo1 lec versus regular season:20260118,esports,League of Legends,LoL: Movistar KOI,Karmine Corp (BO1) - LEC Versus Regular Season,2026-01-18 19:45:00,2
esports:lol natus vincere:fnatic bo1 lec versus regular season:20260119,esports,League of Legends,LoL: Natus Vincere,Fnatic (BO1) - LEC Versus Regular Season,2026-01-19 16:00:00,2
esports:lol nextgeneration esports:3bl esports bo3 arabian league group stage:20260121,esports,League of Legends,LoL: NextGeneration Esports,3BL Esports (BO3) - Arabian League Group Stage,2026-01-21 16:00:00,6
esports:lol nextgeneration esports:gng amazigh bo3 arabian league group stage:20260123,esports,League of Legends,LoL: NextGeneration Esports,GnG Amazigh (BO3) - Arabian League Group Stage,2026-01-23 18:30:00,6
esports:lol ninjas in pyjamas:team we bo3 lpl group perseverance:20260125,esports,League of Legends,LoL: Ninjas in Pyjamas,Team WE (BO3) - LPL Group Perseverance,2026-01-25 09:00:00,6
esports:lol nongshim esports academy:hanjin brion challengers bo3 lck challengers league kickoff group stage:20260120,esports,League of Legends,LoL: Nongshim Esports Academy,HANJIN BRION Challengers (BO3) - LCK Challengers League Kickoff Group Stage,2026-01-20 10:00:00,6
esports:lol nongshim esports academy:kt rolster challengers bo3 lck challengers league kickoff group stage:20260122,esports,League of Legends,LoL: Nongshim Esports Academy,KT Rolster Challengers (BO3) - LCK Challengers League Kickoff Group Stage,2026-01-22 05:00:00,6
esports:lol nongshim red force:drx bo3 lck cup group stage:20260123,esports,League of Legends,LoL: Nongshim Red Force,DRX (BO3) - LCK Cup Group Stage,2026-01-23 10:30:00,6
esports:lol nongshim red force:hanwha life esports bo3 lck cup group stage:20260118,esports,League of Legends,LoL: Nongshim Red Force,Hanwha Life Esports (BO3) - LCK Cup Group Stage,2026-01-18 08:00:00,12
esports:lol oh my god:lgd gaming bo3 lpl group nirvana:20260123,esports,League of Legends,LoL: Oh My God,LGD Gaming (BO3) - LPL Group Nirvana,2026-01-23 07:00:00,8
esports:lol oh my god:ultra prime bo3 lpl group nirvana:20260122,esports,League of Legends,LoL: Oh My God,Ultra Prime (BO3) - LPL Group Nirvana,2026-01-22 07:00:00,6
esports:lol oksavingsbank brion:hanwha life esports bo3 lck cup group stage:20260122,esports,League of Legends,LoL: OKSavingsBank BRION,Hanwha Life Esports (BO3) - LCK Cup Group Stage,2026-01-22 08:00:00,6
esports:lol pain gaming:furia esports bo1 cblol cup regular season:20260118,esports,League of Legends,LoL: paiN Gaming,FURIA Esports (BO1) - CBLOL Cup Regular Season,2026-01-18 17:00:00,2
esports:lol pain gaming:loud bo1 cblol cup regular season:20260118,esports,League of Legends,LoL: paiN Gaming,LOUD (BO1) - CBLOL Cup Regular Season,2026-01-18 19:00:00,2
esports:lol sentinels:disguised bo3 lcs lock in group stage:20260125,esports,League of Legends,LoL: Sentinels,Disguised (BO3) - LCS Lock In Group Stage,2026-01-25 00:00:00,8
esports:lol shifters:movistar koi bo1 lec versus regular season:20260119,esports,League of Legends,LoL: Shifters,Movistar KOI (BO1) - LEC Versus Regular Season,2026-01-19 18:15:00,2
esports:lol sk gaming:fnatic bo1 lec versus regular season:20260118,esports,League of Legends,LoL: SK Gaming,Fnatic (BO1) - LEC Versus Regular Season,2026-01-18 18:15:00,2
esports:lol sk gaming:g2 esports bo1 lec versus regular season:20260119,esports,League of Legends,LoL: SK Gaming,G2 Esports (BO1) - LEC Versus Regular Season,2026-01-19 19:45:00,2
esports:lol skillcamp esport:project conquerors bo1 lfl invitational group b:20260122,esports,League of Legends,LoL: Skillcamp Esport,Project Conquerors (BO1) - LFL Invitational Group B,2026-01-22 21:00:00,2
esports:lol solary:yumeea bo1 lfl invitational group c:20260121,esports,League of Legends,LoL: Solary,Yumeea (BO1) - LFL Invitational Group C,2026-01-21 18:00:00,2
esports:lol t1 academy:dn soopers challengers bo3 lck challengers league kickoff group stage:20260120,esports,League of Legends,LoL: T1 Academy,DN SOOPers Challengers (BO3) - LCK Challengers League Kickoff Group Stage,2026-01-20 08:00:00,6
esports:lol t1 academy:hanwha life esports challengers bo3 lck challengers league kickoff group stage:20260123,esports,League of Legends,LoL: T1 Academy,Hanwha Life Esports Challengers (BO3) - LCK Challengers League Kickoff Group Stage,2026-01-23 05:00:00,6
esports:lol t1:bnk fearx bo3 lck cup group stage:20260125,esports,League of Legends,LoL: T1,BNK FEARX (BO3) - LCK Cup Group Stage,2026-01-25 08:00:00,10
esports:lol team heretics:giantx bo1 lec versus regular season:20260119,esports,League of Legends,LoL: Team Heretics,GIANTX (BO1) - LEC Versus Regular Season,2026-01-19 17:30:00,2
esports:lol team heretics:shifters bo1 lec versus regular season:20260118,esports,League of Legends,LoL: Team Heretics,Shifters (BO1) - LEC Versus Regular Season,2026-01-18 16:00:00,2
esports:lol team secret whales:fukuoka softbank hawks gaming bo3 lcp regular season:20260118,esports,League of Legends,LoL: Team Secret Whales,Fukuoka SoftBank Hawks Gaming (BO3) - LCP Regular Season,2026-01-18 08:30:00,6
esports:lol team vitality:karmine corp blue bo1 lec versus regular season:20260119,esports,League of Legends,LoL: Team Vitality,Karmine Corp Blue (BO1) - LEC Versus Regular Season,2026-01-19 16:45:00,2
esports:lol team vitality:natus vincere bo1 lec versus regular season:20260118,esports,League of Legends,LoL: Team Vitality,Natus Vincere (BO1) - LEC Versus Regular Season,2026-01-18 17:30:00,2
esports:lol team we:ninjas in pyjamas bo3 lpl group perseverance:20260122,esports,League of Legends,LoL: Team WE,Ninjas in Pyjamas (BO3) - LPL Group Perseverance,2026-01-22 11:00:00,6
esports:lol thundertalk gaming:edward gaming bo3 lpl group perseverance:20260122,esports,League of Legends,LoL: ThunderTalk Gaming,EDward Gaming (BO3) - LPL Group Perseverance,2026-01-22 09:00:00,6
esports:lol thundertalk gaming:team we bo3 lpl group perseverance:20260119,esports,League of Legends,LoL: ThunderTalk Gaming,Team WE (BO3) - LPL Group Perseverance,2026-01-19 07:00:00,6
esports:lol top esports:anyones legend bo3 lpl group ascend:20260124,esports,League of Legends,LoL: Top Esports,Anyone's Legend (BO3) - LPL Group Ascend,2026-01-24 09:00:00,6
esports:lol top esports:bilibili gaming bo3 lpl group ascend:20260118,esports,League of Legends,LoL: Top Esports,Bilibili Gaming (BO3) - LPL Group Ascend,2026-01-18 09:00:00,18
esports:lol top esports:invictus gaming bo3 lpl group ascend:20260125,esports,League of Legends,LoL: Top Esports,Invictus Gaming (BO3) - LPL Group Ascend,2026-01-25 11:00:00,6
esports:lol top esports:weibo gaming bo3 lpl group ascend:20260119,esports,League of Legends,LoL: Top Esports,Weibo Gaming (BO3) - LPL Group Ascend,2026-01-19 09:00:00,6
